crop,soil_moisture,temperature,humidity,nitrogen,phosphorus,potassium,ph,action
Maize,43.2,28.62,63.86,85.59,41.84,84.34,6.57,Monitor
Maize,82.6,25.94,88.9,101.59,51.94,96.69,6.24,Harvest
Potato,45.7,19.0,71.13,71.37,45.79,101.15,5.61,Monitor
Cotton,68.2,29.81,82.9,65.0,41.38,73.68,6.76,Harvest
Maize,45.2,30.25,58.36,77.11,42.72,85.25,6.77,Monitor
Rice,67.31,25.21,75.13,14.7,45.0,84.36,6.35,Fertilize
Potato,59.32,18.96,70.63,81.22,59.12,119.48,5.64,Optimal
Cotton,41.43,50.6,92.8,61.58,37.56,64.63,7.14,Apply Pesticide
Tomato,10.6,24.34,33.0,86.07,49.1,98.75,6.33,Irrigate
Rice,88.1,25.42,103.8,91.77,54.26,93.27,6.18,Harvest
Rice,72.2,28.83,82.65,75.55,45.55,81.37,6.21,Optimal
Maize,39.7,29.04,67.37,87.12,44.84,81.53,6.31,Monitor
Cotton,37.38,47.0,97.0,64.21,37.76,72.23,6.86,Apply Pesticide
Wheat,44.7,38.9,86.4,72.88,36.85,69.96,6.88,Apply Pesticide
Cotton,38.54,32.38,57.68,57.09,37.65,70.52,7.13,Optimal
Rice,74.26,27.65,80.42,77.75,43.8,82.17,6.5,Optimal
Wheat,32.0,21.08,53.59,65.08,33.56,68.53,7.11,Monitor
Cotton,71.1,30.12,77.9,73.98,39.31,80.75,6.79,Harvest
Potato,85.1,19.27,85.9,85.59,57.5,119.22,5.52,Harvest
Wheat,43.45,20.99,56.99,67.65,37.98,71.95,6.85,Optimal
Wheat,71.7,19.2,85.8,80.55,43.97,72.83,6.92,Harvest
Sugarcane,26.0,30.77,23.0,105.1,43.94,104.33,6.75,Irrigate
Maize,58.02,28.83,66.78,90.38,14.5,91.48,6.62,Fertilize
Sugarcane,56.5,34.0,72.86,91.08,40.32,93.79,6.89,Monitor
Tomato,92.6,26.16,93.6,91.87,53.19,96.2,6.43,Harvest
Rice,66.43,44.0,95.4,77.8,42.54,75.75,6.33,Apply Pesticide
Tomato,61.86,26.87,70.0,90.14,26.8,92.55,6.45,Fertilize
Tomato,46.6,27.16,73.13,80.28,46.13,86.06,6.4,Monitor
Potato,55.84,18.67,65.65,28.4,54.68,108.82,5.77,Fertilize
Tomato,82.3,22.79,88.0,105.1,59.89,97.34,6.28,Harvest
Wheat,48.34,19.67,55.45,66.91,42.85,64.55,6.77,Optimal
Wheat,66.3,19.16,83.1,85.3,44.49,80.8,6.9,Harvest
Cotton,39.4,43.1,78.5,64.78,35.71,68.21,6.97,Apply Pesticide
Wheat,28.3,19.67,58.01,63.99,34.38,60.41,6.87,Monitor
Maize,43.0,28.16,61.59,80.63,42.74,87.74,6.67,Monitor
Wheat,46.78,19.35,57.55,37.6,37.23,73.85,6.67,Fertilize
Cotton,73.7,29.15,78.2,65.72,41.47,72.05,7.17,Harvest
Maize,53.06,42.8,82.9,90.74,49.76,95.65,6.24,Apply Pesticide
Soybean,48.34,23.48,66.45,38.16,43.69,83.78,6.35,Optimal
Cotton,37.96,31.4,58.34,60.59,37.11,69.26,7.06,Optimal
Potato,17.6,20.56,44.2,80.47,58.6,108.16,5.63,Irrigate
Cotton,38.13,32.71,52.72,63.17,34.46,69.04,7.1,Optimal
Cotton,37.29,47.1,88.1,56.76,34.56,70.77,6.71,Apply Pesticide
Cotton,37.35,30.03,55.4,56.48,33.59,74.56,7.01,Optimal
Cotton,36.86,30.55,54.15,20.6,33.92,68.02,6.84,Fertilize
Maize,84.7,27.51,87.6,117.5,55.24,97.69,6.61,Harvest
Potato,80.8,18.55,85.5,97.9,65.87,118.06,5.59,Harvest
Wheat,32.8,21.09,57.69,61.15,34.42,69.41,6.73,Monitor
Rice,40.7,29.43,33.0,74.48,44.07,85.39,6.29,Irrigate
Cotton,36.8,44.7,97.0,64.56,35.25,70.72,7.12,Apply Pesticide
Maize,81.1,27.17,83.0,102.86,59.39,101.12,6.18,Harvest
Potato,35.2,21.24,41.7,85.91,52.55,116.01,5.87,Irrigate
Soybean,46.48,23.14,62.11,41.18,48.33,80.72,6.26,Optimal
Soybean,75.7,25.68,87.1,49.26,50.27,90.36,6.49,Harvest
Tomato,50.2,25.53,67.04,69.36,43.87,93.45,6.11,Monitor
Maize,56.57,27.5,69.5,90.63,48.91,87.55,6.26,Optimal
Sugarcane,51.3,34.0,70.32,92.22,38.64,96.8,6.72,Monitor
Tomato,46.7,27.73,71.34,78.89,47.52,90.65,6.5,Monitor
Maize,84.1,25.51,91.0,117.37,54.02,94.36,6.32,Harvest
Soybean,39.6,25.15,58.05,37.68,41.86,78.99,6.78,Monitor
Maize,54.92,47.2,84.4,96.75,48.1,89.71,6.16,Apply Pesticide
Soybean,30.0,26.25,23.7,40.27,44.19,81.92,6.37,Irrigate
Potato,35.8,21.5,28.7,77.43,56.78,119.12,5.81,Irrigate
Rice,68.14,45.6,95.6,78.73,45.15,83.57,6.17,Apply Pesticide
Cotton,39.66,42.7,87.1,64.37,34.8,71.39,7.13,Apply Pesticide
Potato,60.7,19.04,72.41,86.01,55.33,115.37,5.91,Optimal
Cotton,32.4,31.34,54.75,48.88,31.78,61.63,6.61,Monitor
Wheat,75.2,18.16,84.5,80.85,44.35,79.35,6.5,Harvest
Wheat,75.4,19.49,87.2,82.03,46.42,74.32,6.8,Harvest
Soybean,77.2,25.57,86.9,45.52,53.92,82.03,6.31,Harvest
Maize,56.35,25.42,60.72,43.4,52.1,90.61,6.45,Fertilize
Tomato,85.6,24.91,95.9,102.26,60.31,108.82,6.31,Harvest
Soybean,38.9,25.84,66.46,32.96,41.44,75.02,6.9,Monitor
Potato,64.57,18.59,69.49,84.95,23.2,123.88,5.97,Fertilize
Cotton,28.2,33.04,51.28,50.45,31.45,62.0,6.84,Monitor
Maize,55.87,25.63,64.11,49.4,48.52,89.74,6.39,Fertilize
Sugarcane,63.02,50.4,94.5,101.42,41.43,105.52,6.62,Apply Pesticide
Soybean,47.66,24.0,61.31,6.3,46.58,84.85,6.52,Fertilize
Tomato,81.2,26.18,90.8,94.2,58.62,105.12,6.56,Harvest
Tomato,48.0,24.9,67.2,69.61,47.84,84.89,6.89,Monitor
Wheat,45.76,20.09,55.37,7.4,37.8,65.01,6.7,Fertilize
Rice,60.7,28.88,78.07,65.75,43.26,73.08,6.14,Monitor
Maize,52.1,28.62,64.12,101.29,51.15,90.93,6.18,Optimal
Sugarcane,35.7,31.43,35.2,105.35,47.3,112.43,6.88,Irrigate
Cotton,68.4,28.22,81.5,71.04,40.44,74.23,6.81,Harvest
Wheat,63.9,18.69,77.7,76.65,46.11,81.01,6.87,Harvest
Tomato,57.87,24.0,71.92,35.7,53.69,101.07,6.54,Fertilize
Rice,54.1,29.86,80.71,71.88,39.31,69.61,6.18,Monitor
Maize,84.8,26.89,87.4,103.83,58.93,96.02,6.42,Harvest
Cotton,41.76,46.4,92.3,56.85,34.26,68.93,6.8,Apply Pesticide
Soybean,73.7,24.48,88.0,44.24,48.27,93.5,6.58,Harvest
Maize,88.6,25.29,88.0,101.38,52.78,98.01,6.56,Harvest
Potato,84.0,19.62,94.4,84.99,58.59,125.25,5.69,Harvest
Potato,64.66,21.58,71.22,78.35,53.88,118.16,5.62,Optimal
Soybean,27.4,27.04,43.1,38.78,47.75,84.66,6.47,Irrigate
Potato,62.62,34.1,84.6,75.9,54.96,109.93,5.68,Apply Pesticide
Soybean,41.4,25.76,60.02,35.57,42.94,68.36,6.28,Monitor
Cotton,38.94,28.99,53.28,9.7,35.66,67.65,6.64,Fertilize
Potato,43.2,20.45,72.77,69.79,50.86,109.25,5.37,Monitor
Cotton,12.8,34.21,20.3,61.54,34.14,65.5,7.17,Irrigate
Sugarcane,68.72,31.26,80.31,101.77,47.63,107.34,6.91,Optimal
Soybean,47.81,34.9,90.2,43.03,45.97,85.72,6.7,Apply Pesticide
Sugarcane,66.78,31.45,76.72,97.19,43.92,107.64,6.67,Optimal
Soybean,40.0,23.96,63.58,35.83,38.2,77.73,6.56,Monitor
Potato,44.0,19.44,65.46,66.26,49.08,107.42,5.59,Monitor
Sugarcane,66.18,51.8,95.7,102.69,41.7,100.34,6.67,Apply Pesticide
Wheat,9.8,20.18,43.9,67.88,38.91,66.52,6.92,Irrigate
Wheat,41.86,19.73,61.67,9.4,38.89,65.12,6.83,Fertilize
Rice,74.9,27.83,75.59,15.5,47.46,76.28,6.04,Fertilize
Wheat,10.5,22.28,40.7,71.7,39.73,74.85,6.93,Irrigate
Potato,58.56,20.02,66.71,75.88,53.39,107.65,5.75,Optimal
Sugarcane,55.5,33.02,75.14,86.57,38.29,99.14,6.65,Monitor
Rice,56.5,26.7,82.76,74.37,41.02,73.84,6.59,Monitor
Soybean,51.55,24.17,66.74,6.2,46.98,79.75,6.52,Fertilize
Wheat,48.18,19.79,64.66,65.04,41.39,70.91,6.75,Optimal
Maize,56.7,27.88,63.15,93.98,46.72,97.17,6.53,Optimal
Maize,55.92,28.69,61.0,89.17,48.93,86.74,6.25,Optimal
Soybean,9.2,27.6,26.4,37.13,41.93,86.01,6.71,Irrigate
Maize,52.09,42.4,87.8,101.47,53.26,95.35,6.26,Apply Pesticide
Tomato,56.76,38.4,92.8,88.44,50.04,88.27,6.66,Apply Pesticide
Rice,58.5,28.22,71.75,71.23,42.69,76.22,5.95,Monitor
Sugarcane,91.9,31.08,97.8,124.13,48.23,119.77,6.76,Harvest
Sugarcane,48.1,32.98,70.56,86.24,42.32,94.9,6.71,Monitor
Tomato,43.4,27.28,65.31,73.02,42.58,84.8,6.41,Monitor
Cotton,26.5,31.95,55.34,55.83,33.83,62.87,7.27,Monitor
Maize,54.99,39.6,80.6,97.03,51.05,85.58,6.59,Apply Pesticide
Potato,52.2,21.92,71.73,73.41,51.47,109.29,6.03,Monitor
Potato,57.12,21.09,66.23,83.16,51.18,117.94,5.87,Optimal
Potato,61.01,32.9,84.5,82.97,51.29,119.03,5.9,Apply Pesticide
Potato,55.33,21.47,70.89,13.3,57.34,106.79,5.6,Fertilize
Rice,88.8,27.64,106.8,96.72,47.4,95.01,6.13,Harvest
Soybean,47.6,23.47,62.22,7.1,45.13,74.46,6.43,Fertilize
Rice,46.8,29.07,25.3,84.65,47.78,76.12,6.37,Irrigate
Rice,10.1,30.44,37.0,81.68,43.35,76.78,6.47,Irrigate
Maize,46.0,27.9,62.91,77.28,44.29,78.39,6.22,Monitor
Maize,80.0,25.9,81.2,101.32,55.45,96.57,6.43,Harvest
Wheat,21.9,21.79,22.6,67.43,37.23,64.5,6.57,Irrigate
Potato,87.7,20.28,88.9,96.52,59.13,133.54,5.9,Harvest
Wheat,73.5,19.74,87.0,77.26,42.93,77.16,6.89,Harvest
Tomato,62.76,42.3,89.5,80.27,46.01,100.9,6.52,Apply Pesticide
Sugarcane,52.1,30.2,69.47,99.03,40.28,97.24,6.47,Monitor
Potato,44.3,19.84,70.51,65.77,52.73,102.78,5.62,Monitor
Maize,29.1,29.8,26.6,96.3,47.19,84.55,6.55,Irrigate
Rice,103.1,25.12,104.5,96.58,53.29,94.92,6.15,Harvest
Wheat,71.8,20.85,77.8,80.49,45.69,72.54,6.5,Harvest
Rice,70.06,29.02,78.95,86.2,46.21,81.72,6.08,Optimal
Maize,41.7,29.0,65.08,88.77,47.94,87.59,6.52,Monitor
Potato,86.2,18.71,95.5,89.82,58.61,124.75,5.84,Harvest
Potato,64.46,21.23,66.25,40.1,57.62,122.68,5.54,Fertilize
Rice,75.26,37.4,95.8,76.17,47.09,83.63,6.06,Apply Pesticide
Sugarcane,11.9,30.99,36.1,98.5,47.93,108.42,6.6,Irrigate
Tomato,16.3,28.29,26.0,78.34,53.2,90.38,6.57,Irrigate
Wheat,77.1,20.52,79.8,78.89,46.64,74.48,6.54,Harvest
Soybean,8.3,26.26,27.2,41.64,43.91,78.16,6.58,Irrigate
Maize,56.47,26.92,64.12,41.6,47.13,95.52,6.15,Fertilize
Sugarcane,63.01,30.73,73.67,112.38,46.74,108.22,6.71,Optimal
Potato,30.7,20.1,29.5,82.45,53.58,106.85,5.78,Irrigate
Rice,66.56,43.5,94.4,74.93,46.51,76.27,6.15,Apply Pesticide
Soybean,41.7,25.48,65.85,37.2,40.98,68.85,6.36,Monitor
Soybean,51.24,38.8,95.9,38.44,42.15,75.06,6.36,Apply Pesticide
Maize,40.9,30.09,63.96,81.31,47.52,79.48,6.33,Monitor
Wheat,24.6,21.04,36.5,70.71,37.24,71.07,6.49,Irrigate
Wheat,45.42,20.68,55.49,14.6,40.69,68.4,6.9,Fertilize
Tomato,62.76,24.98,67.82,84.81,53.2,100.5,6.58,Optimal
Wheat,48.25,36.6,87.2,66.89,39.52,73.07,6.92,Apply Pesticide
Potato,62.77,19.74,69.99,80.57,53.38,112.49,5.76,Optimal
Maize,29.6,27.45,40.9,101.76,47.89,92.69,6.53,Irrigate
Maize,55.01,28.67,68.78,91.22,51.46,91.55,6.59,Optimal
Soybean,47.65,25.43,65.25,40.31,43.23,80.76,6.55,Optimal
Maize,57.76,27.08,64.9,91.42,15.3,93.84,6.61,Fertilize
Tomato,64.65,36.4,93.4,91.71,53.51,92.79,6.31,Apply Pesticide
Tomato,61.47,24.95,66.79,41.6,47.58,90.4,6.32,Fertilize
Sugarcane,8.3,30.48,21.9,108.69,42.68,109.33,6.71,Irrigate
Rice,71.72,39.8,96.0,81.14,43.01,84.44,6.25,Apply Pesticide
Maize,56.61,25.9,62.86,95.01,51.44,96.14,6.45,Optimal
Wheat,47.73,19.82,64.14,69.95,41.24,65.18,6.88,Optimal
Tomato,61.17,42.7,95.7,85.31,51.19,97.89,6.48,Apply Pesticide
Soybean,48.55,23.53,66.3,41.26,17.7,84.73,6.24,Fertilize
Tomato,85.0,25.5,89.7,103.95,53.23,105.91,6.72,Harvest
Potato,63.03,20.59,69.2,33.1,59.37,117.27,5.76,Fertilize
Rice,71.11,25.58,83.09,18.0,46.17,75.63,6.34,Fertilize
Wheat,67.6,18.64,78.3,82.0,47.06,76.41,6.68,Harvest
Soybean,49.41,23.12,69.31,41.33,4.6,75.84,6.55,Fertilize
Rice,55.9,28.77,81.4,67.7,39.21,75.5,6.41,Monitor
Tomato,64.2,24.36,64.98,78.71,47.73,88.76,6.65,Optimal
Wheat,43.43,19.32,63.9,68.43,37.2,71.13,6.55,Optimal
Rice,55.4,28.23,82.37,75.03,43.47,76.82,6.57,Monitor
Tomato,58.67,41.0,85.1,83.13,47.27,94.54,6.57,Apply Pesticide
Wheat,31.0,19.75,60.46,58.19,34.17,68.3,6.91,Monitor
Wheat,32.2,20.04,61.14,57.76,37.05,63.44,6.82,Monitor
Maize,52.09,42.3,89.6,90.01,51.69,88.61,6.63,Apply Pesticide
Cotton,72.4,28.87,81.3,74.44,40.21,82.87,6.75,Harvest
Rice,93.6,25.11,97.2,96.05,47.41,87.35,6.25,Harvest
Wheat,43.03,33.6,74.2,70.35,42.9,66.13,6.79,Apply Pesticide
Cotton,63.4,28.54,78.9,65.82,37.72,71.81,6.89,Harvest
Wheat,47.86,19.33,58.34,68.56,39.33,65.52,6.89,Optimal
Cotton,18.8,34.81,25.8,57.5,34.61,73.49,6.67,Irrigate
Soybean,42.1,25.5,62.35,32.51,43.33,69.25,6.46,Monitor
Wheat,25.9,21.59,25.3,68.43,39.85,71.17,6.84,Irrigate
Cotton,68.4,28.76,75.4,71.38,41.68,75.54,7.18,Harvest
Cotton,60.4,32.77,77.4,65.24,42.02,82.85,7.11,Harvest
Soybean,73.2,26.15,82.2,42.34,50.72,81.93,6.43,Harvest
Tomato,46.1,26.73,67.66,79.79,41.54,93.85,6.87,Monitor
Soybean,51.23,25.05,67.97,7.0,46.73,84.58,6.49,Fertilize
Rice,38.0,28.69,30.7,77.13,46.93,76.5,6.35,Irrigate
Soybean,25.3,28.22,33.0,38.65,45.32,75.15,6.74,Irrigate
Wheat,19.3,20.28,41.2,66.09,39.15,65.8,6.7,Irrigate
Tomato,43.1,27.47,69.26,70.75,43.51,88.66,6.18,Monitor
Maize,58.24,27.14,69.82,96.27,47.11,90.66,6.65,Optimal
Soybean,36.4,27.32,58.27,32.89,40.08,77.7,6.46,Monitor
Rice,74.35,27.44,84.18,86.2,43.48,85.9,6.19,Optimal
Maize,51.02,41.1,87.0,97.69,52.22,83.23,6.22,Apply Pesticide
Wheat,21.1,20.36,41.1,66.83,36.89,67.41,6.58,Irrigate
Rice,61.6,27.19,75.43,70.59,37.56,78.84,5.97,Monitor
Potato,55.4,21.22,69.24,75.05,57.36,123.98,5.94,Optimal
Maize,83.3,25.39,90.2,108.81,60.41,91.48,6.24,Harvest
Cotton,64.4,29.15,82.2,72.38,37.64,72.15,6.83,Harvest
Maize,44.5,27.76,58.39,86.79,46.56,83.2,6.33,Monitor
Sugarcane,65.1,32.55,80.8,99.22,16.3,105.91,6.74,Fertilize
Potato,61.4,21.34,74.8,79.06,56.88,121.0,5.64,Optimal
Maize,56.75,27.44,61.81,96.41,50.36,84.08,6.47,Optimal
Tomato,56.96,25.87,70.02,83.28,46.62,90.64,6.72,Optimal
Maize,51.6,28.92,67.09,90.63,13.7,91.12,6.23,Fertilize
Maize,58.1,27.52,65.27,90.51,51.77,88.87,6.52,Optimal
Potato,56.57,21.22,74.92,84.08,55.83,123.49,5.73,Optimal
Rice,91.3,24.79,105.1,88.01,50.61,87.32,6.29,Harvest
Wheat,43.56,33.3,96.1,64.76,40.59,72.73,6.89,Apply Pesticide
Rice,67.41,28.29,77.57,79.43,41.48,74.53,6.2,Optimal
Tomato,59.04,26.43,68.89,85.13,22.6,87.71,6.28,Fertilize
Potato,48.2,20.34,67.99,70.94,51.21,99.44,6.14,Monitor
Soybean,50.02,25.55,60.91,5.5,43.07,74.3,6.45,Fertilize
Tomato,85.7,23.57,86.1,105.11,52.06,99.27,6.5,Harvest
Potato,48.0,19.61,63.94,65.55,46.11,100.68,5.98,Monitor
Tomato,38.9,25.72,25.9,87.98,51.39,91.58,6.64,Irrigate
Cotton,42.4,32.28,57.75,56.36,37.62,66.43,6.64,Optimal
Rice,74.43,27.59,81.46,74.45,45.13,75.52,6.37,Optimal
Cotton,14.5,31.21,27.7,64.62,32.82,66.2,7.17,Irrigate
Wheat,66.5,19.11,85.1,81.94,44.9,78.13,6.53,Harvest
Cotton,37.95,29.86,57.06,56.96,32.89,68.16,7.09,Optimal
Wheat,34.4,19.53,61.36,65.68,35.43,67.73,6.55,Monitor
Cotton,41.51,31.23,54.18,61.53,36.27,74.84,6.77,Optimal
Tomato,58.49,24.46,69.25,83.75,51.67,95.98,6.51,Optimal
Sugarcane,18.8,31.58,35.3,100.69,48.13,102.41,6.77,Irrigate
Sugarcane,57.6,32.07,70.61,89.6,37.32,98.66,6.93,Monitor
Wheat,32.5,21.66,60.9,64.56,33.67,67.72,6.52,Monitor
Sugarcane,61.5,51.0,91.9,100.89,46.39,111.06,6.72,Apply Pesticide
Wheat,42.31,19.12,56.22,75.08,38.58,69.37,6.97,Optimal
Rice,71.39,25.34,85.63,81.63,43.81,75.38,6.4,Optimal
Wheat,75.3,18.72,81.6,85.85,41.57,80.83,6.52,Harvest
Maize,54.26,42.5,82.5,88.14,51.96,83.86,6.63,Apply Pesticide
Wheat,35.9,21.18,57.38,65.51,35.49,66.57,7.08,Monitor
Cotton,27.3,33.91,56.98,50.15,29.15,65.7,6.98,Monitor
Rice,40.1,30.47,25.6,82.09,46.74,84.46,6.21,Irrigate
Potato,61.86,37.5,89.7,80.12,55.8,108.92,5.79,Apply Pesticide
Soybean,47.93,26.2,64.56,40.72,41.49,79.1,6.25,Optimal
Soybean,68.3,22.94,84.4,42.4,53.28,89.18,6.25,Harvest
Sugarcane,64.67,32.35,70.7,101.85,45.42,102.1,6.54,Optimal
Maize,42.0,30.52,59.34,86.8,44.43,87.85,6.57,Monitor
Cotton,12.8,31.19,22.3,55.89,36.74,72.45,7.16,Irrigate
Potato,58.08,20.11,73.06,82.38,58.97,110.19,5.83,Optimal
Soybean,13.6,26.09,39.9,38.05,42.87,75.92,6.56,Irrigate
Rice,63.0,28.86,72.48,65.0,41.92,72.88,6.48,Monitor
Cotton,24.5,33.98,50.22,56.75,31.21,66.75,6.86,Monitor
Maize,57.38,48.9,89.4,94.69,51.6,85.59,6.39,Apply Pesticide
Soybean,18.6,25.58,44.3,43.11,46.4,78.52,6.63,Irrigate
Maize,56.95,42.5,80.3,96.71,48.58,87.67,6.39,Apply Pesticide
Tomato,61.0,23.45,74.72,7.7,51.42,98.69,6.41,Fertilize
Maize,57.11,28.55,64.82,94.31,52.3,85.58,6.22,Optimal
Sugarcane,69.38,29.99,70.19,97.32,47.37,100.79,6.63,Optimal
Soybean,77.0,23.34,84.1,47.75,54.32,87.65,6.59,Harvest
Wheat,35.0,21.36,61.4,62.13,37.3,62.37,6.95,Monitor
Potato,79.2,18.49,85.4,86.69,61.28,135.51,5.89,Harvest
Soybean,69.7,26.18,88.5,46.8,53.76,88.59,6.43,Harvest
Potato,16.4,21.79,27.9,79.76,55.39,123.96,5.7,Irrigate
Rice,75.0,43.1,96.2,79.99,44.82,75.01,6.28,Apply Pesticide
Cotton,19.9,34.53,36.9,59.01,32.96,67.63,6.82,Irrigate
Cotton,41.81,32.23,54.45,57.69,35.09,70.89,6.97,Optimal
Maize,50.77,47.9,85.0,98.02,52.3,86.85,6.33,Apply Pesticide
Sugarcane,24.0,33.45,43.0,98.88,45.41,105.99,6.95,Irrigate
Tomato,92.1,25.58,92.6,102.13,59.7,105.05,6.51,Harvest
Wheat,44.02,18.94,62.47,64.97,40.34,67.7,6.55,Optimal
Rice,56.9,29.33,79.8,72.63,40.73,78.14,6.05,Monitor
Tomato,24.0,24.33,43.7,82.86,47.23,90.85,6.71,Irrigate
Rice,74.63,27.05,80.02,83.82,46.08,82.59,6.4,Optimal
Maize,55.95,29.19,69.35,95.89,3.8,88.03,6.61,Fertilize
Cotton,41.54,33.11,54.9,55.26,7.7,66.12,6.93,Fertilize
Cotton,26.4,31.55,57.33,50.22,32.62,61.14,7.22,Monitor
Potato,62.08,20.33,67.67,30.6,55.38,109.79,5.71,Fertilize
Wheat,41.64,20.22,56.84,9.6,40.79,67.88,6.72,Fertilize
Rice,59.3,27.15,72.35,73.25,41.97,78.46,6.43,Monitor
Cotton,36.98,31.05,53.63,5.6,34.19,74.83,6.78,Fertilize
Potato,56.34,20.86,71.48,81.92,58.32,115.57,5.55,Optimal
Wheat,10.4,20.57,43.3,74.22,39.32,72.23,6.53,Irrigate
Wheat,46.07,20.99,56.54,30.9,43.2,73.93,6.89,Fertilize
Sugarcane,69.24,29.95,80.86,102.73,42.97,110.68,6.73,Optimal
Cotton,41.54,47.1,70.7,58.8,35.68,71.44,7.16,Apply Pesticide
Maize,18.5,26.66,38.8,99.49,49.29,96.98,6.49,Irrigate
Cotton,27.1,34.6,56.27,50.2,29.76,61.76,6.79,Monitor
Wheat,47.83,18.75,62.85,19.7,38.87,72.68,6.81,Fertilize
Cotton,32.2,31.57,50.73,49.62,31.38,67.19,6.92,Monitor
Wheat,10.6,20.61,22.9,66.64,37.13,69.31,6.92,Irrigate
Wheat,37.4,20.82,59.54,58.03,34.41,68.53,6.91,Monitor
Tomato,64.08,25.51,72.88,80.91,13.3,97.08,6.62,Fertilize
Soybean,53.8,23.7,69.76,5.9,42.77,81.61,6.7,Fertilize
Potato,24.2,20.72,23.7,79.49,56.21,114.97,5.62,Irrigate
Potato,78.6,18.35,96.1,94.3,64.83,127.74,5.72,Harvest
Wheat,37.0,19.28,58.14,65.2,38.31,64.55,6.37,Monitor
Maize,59.13,42.1,91.3,88.54,47.16,95.25,6.6,Apply Pesticide
Soybean,81.1,26.03,92.7,43.9,51.65,93.02,6.74,Harvest
Rice,70.92,41.5,96.6,74.9,43.9,80.49,6.41,Apply Pesticide
Maize,34.3,28.46,40.9,87.84,52.22,83.7,6.57,Irrigate
Potato,51.2,19.32,67.5,75.55,49.57,112.59,6.08,Monitor
Sugarcane,61.56,42.8,89.9,108.43,48.54,107.95,6.86,Apply Pesticide
Sugarcane,69.3,33.16,80.07,99.57,17.8,104.79,6.62,Fertilize
Wheat,79.8,18.56,83.3,77.72,45.9,73.43,6.9,Harvest
Potato,46.7,20.98,72.09,68.92,51.11,110.91,5.47,Monitor
Sugarcane,87.1,28.13,93.5,117.81,54.11,110.28,6.93,Harvest
Wheat,73.6,18.12,79.4,75.99,45.55,76.72,6.48,Harvest
Tomato,59.97,43.2,86.8,89.98,51.94,88.84,6.52,Apply Pesticide
Wheat,44.17,19.54,55.21,73.41,42.49,75.26,6.87,Optimal
Potato,43.1,22.11,64.95,66.66,46.21,109.18,5.93,Monitor
Maize,45.4,26.79,64.89,82.68,45.69,88.08,6.52,Monitor
Cotton,16.9,31.5,38.9,62.7,35.44,68.54,6.63,Irrigate
Rice,26.7,26.25,23.2,83.4,41.4,78.93,6.26,Irrigate
Cotton,16.9,34.81,23.9,64.63,36.03,73.14,7.18,Irrigate
Soybean,50.22,43.7,89.5,41.13,46.51,83.24,6.66,Apply Pesticide
Maize,76.5,26.78,88.7,115.45,57.72,97.17,6.54,Harvest
Cotton,42.92,45.0,92.7,62.1,36.79,72.36,6.89,Apply Pesticide
Potato,61.24,21.19,73.44,38.4,54.93,122.52,5.92,Fertilize
Cotton,74.9,29.55,75.0,72.84,41.9,82.39,6.93,Harvest
Tomato,62.51,25.04,65.46,30.6,46.41,93.86,6.58,Fertilize
Tomato,90.1,22.42,90.6,93.86,56.54,101.39,6.58,Harvest
Wheat,8.0,21.63,39.2,66.75,39.93,65.4,6.88,Irrigate
Maize,58.41,25.7,69.66,100.42,23.0,95.24,6.18,Fertilize
Maize,53.35,40.6,90.0,96.15,52.09,95.37,6.26,Apply Pesticide
Tomato,49.0,26.48,67.87,80.68,41.75,82.0,6.32,Monitor
Maize,87.1,24.72,89.0,114.75,52.69,94.17,6.47,Harvest
Potato,63.45,20.78,65.73,17.6,56.21,108.96,5.89,Fertilize
Potato,49.3,19.78,67.19,69.53,45.82,113.25,5.95,Monitor
Cotton,40.15,30.25,53.95,20.8,35.81,65.64,7.17,Fertilize
Maize,52.43,25.48,61.24,19.4,53.06,95.12,6.18,Fertilize
Sugarcane,62.39,48.7,94.7,101.25,48.48,101.37,6.93,Apply Pesticide
Maize,31.9,28.48,27.0,94.42,47.9,84.12,6.2,Irrigate
Cotton,42.44,29.41,52.61,12.3,36.53,69.82,6.82,Fertilize
Cotton,8.2,31.78,22.1,64.28,34.57,67.93,6.72,Irrigate
Wheat,43.13,21.38,64.62,73.52,38.81,68.92,6.61,Optimal
Tomato,19.1,24.45,26.7,84.88,51.31,95.72,6.61,Irrigate
Tomato,10.8,25.88,39.8,83.58,52.29,96.89,6.45,Irrigate
Tomato,57.97,41.8,93.8,90.32,48.31,94.6,6.25,Apply Pesticide
Rice,74.37,41.5,96.9,86.35,42.24,84.47,6.25,Apply Pesticide
Wheat,70.5,20.05,75.8,74.83,43.87,73.24,6.98,Harvest
Rice,73.93,26.21,75.77,80.73,48.14,82.51,6.29,Optimal
Potato,57.95,20.72,70.75,25.3,59.03,109.8,5.91,Fertilize
Cotton,12.6,32.06,38.0,58.41,33.61,75.37,6.94,Irrigate
Wheat,42.62,29.4,78.3,72.01,37.33,70.62,6.56,Apply Pesticide
Rice,8.0,30.23,41.1,83.1,42.61,75.14,6.03,Irrigate
Wheat,72.6,20.48,87.7,86.39,47.35,70.97,6.96,Harvest
Rice,91.4,28.06,99.4,91.12,52.07,89.23,6.16,Harvest
Wheat,44.58,20.82,57.88,12.2,38.44,67.8,6.8,Fertilize
Cotton,36.86,33.16,53.98,61.18,34.02,71.29,6.92,Optimal
Maize,81.8,28.44,90.8,110.1,56.1,106.0,6.46,Harvest
